name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_NM,torque_rpm
Maruti,0.11538461538461539,680000,71000,Diesel,Individual,0,First Owner,27.39,1248,74.0,5,190.0,2000.0
Honda,0.11538461538461539,1050000,50000,Diesel,Individual,0,First Owner,25.6,1498,97.9,5,200.0,1750.0
Tata,0.19230769230769232,450000,57000,Diesel,Individual,0,First Owner,23.0,1248,88.7,5,200.0,1750.0
Maruti,0.38461538461538464,210000,43000,Petrol,Individual,0,First Owner,18.9,998,67.1,5,90.0,3500.0
Maruti,0.23076923076923078,470000,60000,Diesel,Individual,0,First Owner,23.4,1248,74.0,5,190.0,2000.0
Maruti,0.23076923076923078,470000,60000,Petrol,Individual,0,First Owner,19.1,1197,85.8,5,114.0,4000.0
Hyundai,0.19230769230769232,550000,40000,Diesel,Individual,0,First Owner,22.54,1396,88.73,5,219.7,1500.0
Maruti,0.34615384615384615,204999,60000,Petrol,Individual,0,First Owner,19.0,998,66.1,5,90.0,3500.0
Honda,0.19230769230769232,950000,30000,Petrol,Individual,1,First Owner,18.0,1497,117.3,5,145.0,4600.0
Hyundai,0.19230769230769232,550000,160000,Diesel,Individual,0,Second Owner,22.54,1396,88.73,5,219.7,1500.0
Toyota,0.5,270000,147500,Diesel,Individual,0,Second Owner,12.8,2494,102.0,7,20.4,1400.0
Volkswagen,0.2692307692307692,280000,90000,Diesel,Individual,0,Third Owner,22.07,1199,73.9,5,180.0,2000.0
Maruti,0.19230769230769232,630000,70000,Diesel,Individual,0,Second Owner,28.09,1248,88.5,5,200.0,1750.0
Honda,0.5,220000,70000,Petrol,Individual,0,First Owner,17.7,1497,78.0,5,12.7,2.0
Mahindra,0.23076923076923078,320000,120000,Diesel,Individual,0,First Owner,14.95,2489,93.7,7,218.0,1400.0
Hyundai,0.2692307692307692,225000,75000,Petrol,Individual,0,Second Owner,21.1,814,55.2,5,74.5,4000.0
Honda,0.38461538461538464,380000,85000,Petrol,Individual,0,Second Owner,17.0,1497,118.0,5,146.0,4800.0
Maruti,0.3076923076923077,380000,70000,Diesel,Individual,0,Third Owner,19.3,1248,73.9,5,190.0,2000.0
Volkswagen,0.11538461538461539,600000,29000,Diesel,Individual,0,First Owner,22.0,1498,108.495,5,250.0,1500.0
Ford,0.23076923076923078,620000,40000,Diesel,Individual,0,Second Owner,13.1,2499,141.0,7,330.0,1800.0
Hyundai,0.3076923076923077,500000,90000,Diesel,Individual,1,First Owner,19.08,1582,126.32,5,259.8,1900.0
Mahindra,0.19230769230769232,700000,40000,Diesel,Individual,1,First Owner,18.49,1493,100.0,7,230.0,1500.0
Ford,0.19230769230769232,550000,138000,Diesel,Individual,0,First Owner,22.77,1498,98.59,5,205.0,1750.0
Maruti,0.15384615384615385,600000,70000,Diesel,Individual,0,First Owner,25.2,1248,74.0,5,190.0,2000.0
Volkswagen,0.038461538461538464,550000,30000,Petrol,Individual,0,Second Owner,19.44,999,75.0,5,95.0,3000.0
Hyundai,0.2692307692307692,475000,125000,Diesel,Individual,0,Third Owner,22.32,1582,126.3,5,259.9,1900.0
Honda,0.19230769230769232,615000,120000,Diesel,Individual,0,Second Owner,26.0,1498,98.6,5,200.0,1750.0
Maruti,0.2692307692307692,385000,180000,Diesel,Individual,0,Second Owner,23.4,1248,74.0,5,190.0,2000.0
Tata,0.19230769230769232,500000,20000,Petrol,Individual,0,First Owner,17.57,1193,88.7,5,140.0,1500.0
Renault,0.3076923076923077,450000,80000,Diesel,Individual,0,First Owner,19.87,1461,83.8,5,200.0,1750.0
Toyota,0.23076923076923078,969999,110000,Diesel,Individual,0,Second Owner,12.99,2494,100.6,7,200.0,1400.0
Hyundai,0.2692307692307692,580000,80000,Diesel,Individual,0,Second Owner,22.32,1582,126.32,5,259.8,1900.0
Toyota,0.11538461538461539,550000,40000,Diesel,Individual,0,First Owner,23.59,1364,67.05,5,170.0,1800.0
Honda,0.07692307692307693,780000,30000,Petrol,Individual,0,First Owner,17.5,1199,88.7,5,110.0,4800.0
Ford,0.23076923076923078,500000,80000,Diesel,Individual,0,First Owner,25.01,1498,89.75,5,204.0,2000.0
Skoda,0.34615384615384615,270000,140000,Diesel,Individual,0,Second Owner,20.0,1968,108.5,5,250.0,1500.0
Maruti,0.11538461538461539,335000,25000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Maruti,0.11538461538461539,755000,20000,Diesel,Individual,0,First Owner,28.4,1248,74.02,5,190.0,2000.0
Hyundai,0.11538461538461539,340000,30000,Petrol,Individual,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Mercedes-Benz,0.4230769230769231,1000000,80000,Petrol,Individual,1,Third Owner,10.93,3498,272.0,5,355.0,4500.0
Hyundai,0.07692307692307693,1237000,46000,Diesel,Individual,0,First Owner,19.67,1582,126.2,5,259.9,1900.0
Volkswagen,0.2692307692307692,350000,70000,Diesel,Individual,0,Second Owner,22.07,1199,73.9,5,180.0,2000.0
Maruti,0.7692307692307693,31000,56194,Petrol,Individual,0,Fourth & Above Owner,16.1,796,37.0,4,59.0,2500.0
Maruti,0.07692307692307693,695000,40000,Petrol,Individual,0,First Owner,22.0,1197,81.8,5,113.0,4200.0
Maruti,0.19230769230769232,270000,40000,Petrol,Individual,0,First Owner,22.74,796,47.3,5,69.0,3500.0
Maruti,0.15384615384615385,790000,120000,Diesel,Individual,0,First Owner,24.52,1248,88.5,7,200.0,1750.0
Maruti,0.15384615384615385,590000,120000,Diesel,Individual,0,First Owner,25.2,1248,74.0,5,190.0,2000.0
Maruti,0.11538461538461539,635000,120000,Petrol,Individual,1,First Owner,21.21,1197,81.8,5,113.0,4200.0
Mahindra,0.19230769230769232,540000,110000,Diesel,Individual,0,Second Owner,15.96,2523,62.1,7,195.0,1400.0
Renault,0.3076923076923077,265000,67000,Diesel,Individual,0,Second Owner,23.08,1461,63.12,5,160.0,2000.0
Maruti,0.23076923076923078,600000,50000,Diesel,Individual,0,First Owner,23.4,1248,74.0,5,190.0,2000.0
Hyundai,0.3076923076923077,409999,100000,Diesel,Individual,0,Second Owner,22.32,1582,126.3,5,259.9,1900.0
Toyota,0.19230769230769232,525000,80000,Diesel,Individual,0,Second Owner,23.59,1364,67.05,5,170.0,1800.0
Ford,0.34615384615384615,150000,50000,Diesel,Individual,0,First Owner,18.5,1399,68.0,5,160.0,2000.0
Maruti,0.5,55000,70000,Petrol,Individual,0,Third Owner,15.9,1298,85.0,5,110.0,4500.0
Maruti,0.34615384615384615,130000,70000,Petrol,Individual,0,Second Owner,14.0,796,35.0,5,6.1,3000.0
Maruti,0.11538461538461539,925000,50000,Diesel,Individual,0,First Owner,24.3,1248,88.5,5,200.0,1750.0
Renault,0.11538461538461539,690000,65000,Diesel,Individual,0,Second Owner,21.04,1461,83.8,7,200.0,1900.0
Maruti,0.3076923076923077,560000,200000,Diesel,Individual,0,Second Owner,20.77,1248,88.76,7,200.0,1750.0
Maruti,0.07692307692307693,950000,7500,Diesel,Individual,0,First Owner,28.09,1248,88.5,5,200.0,1750.0
Renault,0.11538461538461539,695000,65000,Diesel,Individual,0,Second Owner,21.04,1461,83.8,7,200.0,1900.0
Maruti,0.2692307692307692,450000,35000,Petrol,Individual,0,Second Owner,18.6,1197,85.8,5,114.0,4000.0
BMW,0.2692307692307692,2000000,60000,Diesel,Individual,1,First Owner,16.2,2993,235.0,5,51.0,1.0
Maruti,0.4230769230769231,229999,71000,Petrol,Individual,0,First Owner,16.1,1197,85.0,5,113.0,4.0
Maruti,0.11538461538461539,300000,30000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Maruti,0.3076923076923077,200000,50000,Petrol,Individual,0,Second Owner,19.7,796,46.3,5,62.0,3000.0
Mercedes-Benz,0.46153846153846156,725000,80000,Diesel,Individual,1,Second Owner,14.84,2143,170.0,5,400.0,1400.0
Nissan,0.34615384615384615,235000,90000,Petrol,Individual,0,Second Owner,18.06,1198,75.0,5,104.0,4000.0
Hyundai,0.11538461538461539,666000,13000,Petrol,Individual,0,First Owner,18.6,1197,81.83,5,114.7,4000.0
Maruti,0.7692307692307693,65000,100000,Petrol,Individual,0,Third Owner,16.1,796,37.0,4,59.0,2500.0
Honda,0.07692307692307693,834000,30000,Diesel,Individual,0,First Owner,25.5,1498,98.6,5,200.0,1750.0
Mahindra,0.3076923076923077,430000,120000,Diesel,Individual,0,First Owner,15.96,2523,62.1,7,195.0,1400.0
Maruti,0.38461538461538464,360000,120000,Diesel,Individual,0,Second Owner,17.8,1248,75.0,5,190.0,2000.0
Hyundai,0.23076923076923078,240000,70000,Petrol,Individual,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Maruti,0.15384615384615385,210000,210000,Diesel,Individual,0,First Owner,25.2,1248,74.0,5,190.0,2000.0
Tata,0.38461538461538464,135000,148000,Diesel,Individual,0,Second Owner,19.09,1396,69.0,5,135.0,2500.0
Mahindra,0.11538461538461539,700000,54188,Diesel,Individual,0,First Owner,18.49,1493,100.0,7,240.0,1600.0
Mahindra,0.11538461538461539,750000,60000,Diesel,Individual,0,First Owner,18.49,1493,100.0,7,240.0,1600.0
Skoda,0.3076923076923077,425000,90000,Diesel,Individual,0,First Owner,20.5,1598,103.5,5,250.0,1500.0
Chevrolet,0.34615384615384615,150000,100000,Petrol,Individual,0,Third Owner,18.6,1199,79.4,5,108.0,4400.0
Hyundai,0.23076923076923078,215000,40000,Petrol,Individual,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Datsun,0.23076923076923078,225000,35000,Petrol,Individual,0,First Owner,20.63,1198,67.0,5,104.0,4000.0
Renault,0.11538461538461539,330000,20000,Petrol,Individual,0,First Owner,23.01,999,67.0,5,91.0,4250.0
Maruti,0.5,54000,144000,LPG,Individual,0,Second Owner,10.9,796,32.8,5,57.0,2500.0
Hyundai,0.23076923076923078,374000,54043,Petrol,Dealer,1,First Owner,18.9,1197,81.86,5,113.75,4000.0
Hyundai,0.3076923076923077,549000,66657,Diesel,Dealer,1,First Owner,22.32,1582,126.32,5,259.8,1900.0
Tata,0.15384615384615385,390000,42000,Diesel,Individual,0,Second Owner,19.09,1405,69.01,5,135.0,2500.0
Hyundai,0.2692307692307692,455999,35582,Petrol,Dealer,0,First Owner,18.5,1197,82.85,5,113.7,4000.0
Volkswagen,0.2692307692307692,453000,54327,Petrol,Dealer,1,Second Owner,17.2,1197,103.6,5,175.0,1500.0
Volkswagen,0.15384615384615385,579000,7949,Petrol,Dealer,0,First Owner,17.0,1198,73.75,5,110.0,3750.0
Hyundai,0.38461538461538464,258000,59734,Petrol,Dealer,1,First Owner,16.95,1197,78.9,5,111.8,4000.0
Honda,0.3076923076923077,428000,49185,Petrol,Dealer,0,First Owner,16.8,1497,116.4,5,146.0,4800.0
Hyundai,0.34615384615384615,262000,56389,Petrol,Dealer,0,First Owner,20.36,1197,78.9,5,111.7,4000.0
Volkswagen,0.2692307692307692,389000,58245,Petrol,Dealer,0,First Owner,16.47,1198,73.9,5,110.0,3750.0
Nissan,0.19230769230769232,346000,36422,Petrol,Dealer,0,First Owner,18.44,1198,75.0,5,104.0,4000.0
Honda,0.34615384615384615,339000,42535,Petrol,Dealer,0,First Owner,16.7,1198,88.8,5,110.0,4800.0
Hyundai,0.34615384615384615,272000,40736,Petrol,Dealer,1,First Owner,16.95,1197,78.9,5,111.8,4000.0
Maruti,0.3076923076923077,369000,56246,Petrol,Dealer,0,First Owner,18.6,1197,85.8,5,114.0,4000.0
Maruti,0.34615384615384615,277000,55403,Petrol,Dealer,0,First Owner,18.6,1197,85.8,5,114.0,4000.0
Tata,0.07692307692307693,535000,30000,Petrol,Individual,0,First Owner,20.3,1199,84.0,5,114.0,3500.0
Maruti,0.19230769230769232,265000,67000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Hyundai,0.2692307692307692,400000,70000,Petrol,Individual,0,First Owner,17.01,1591,121.3,5,154.9,4200.0
Hyundai,0.23076923076923078,459999,90000,Diesel,Individual,0,Second Owner,24.0,1120,70.0,5,160.0,1500.0
Hyundai,0.038461538461538464,667000,7500,Petrol,Individual,0,First Owner,18.6,1197,81.86,5,114.73,4000.0
Tata,0.34615384615384615,300000,80000,Diesel,Individual,0,Second Owner,11.57,2179,138.1,7,320.0,1700.0
Tata,0.3076923076923077,229999,186000,Diesel,Individual,0,First Owner,23.57,1396,70.0,5,140.0,1800.0
Tata,0.15384615384615385,200000,110000,Diesel,Individual,0,Second Owner,25.0,1396,69.0,5,140.0,1800.0
Ford,0.5769230769230769,150000,120000,Diesel,Individual,0,Third Owner,17.8,1399,68.0,5,16.3,2.0
Ford,0.3076923076923077,280000,105358,Diesel,Individual,0,Third Owner,17.8,1399,67.0,5,160.0,2000.0
Hyundai,0.23076923076923078,590000,70000,Petrol,Individual,0,Second Owner,18.6,1197,81.83,5,114.7,4000.0
Hyundai,0.38461538461538464,142000,49200,Petrol,Individual,0,Second Owner,19.81,1086,68.05,5,99.04,4500.0
Honda,0.11538461538461539,850000,40000,Petrol,Individual,0,First Owner,17.4,1497,117.6,5,145.0,4600.0
Honda,0.23076923076923078,600000,40000,Diesel,Individual,0,Second Owner,24.2,1498,98.6,7,200.0,1750.0
Mahindra,0.11538461538461539,700000,40000,Diesel,Individual,0,First Owner,18.49,1493,100.0,7,240.0,1600.0
Chevrolet,0.2692307692307692,200000,70000,Petrol,Individual,0,First Owner,18.6,1199,79.4,5,108.0,4400.0
Hyundai,0.15384615384615385,900000,110000,Diesel,Individual,0,First Owner,19.67,1582,126.2,5,259.9,1900.0
Maruti,0.23076923076923078,220000,100000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Hyundai,0.07692307692307693,650000,10000,Petrol,Individual,1,Second Owner,18.9,1197,81.86,5,113.75,4000.0
Toyota,0.11538461538461539,3100000,70000,Diesel,Individual,1,First Owner,15.04,2755,174.5,7,450.0,1600.0
Toyota,0.15384615384615385,1500000,100600,Diesel,Individual,0,Second Owner,13.68,2393,147.8,8,343.0,1400.0
BMW,0.3076923076923077,1800000,50000,Diesel,Individual,1,First Owner,16.09,1995,184.0,5,380.0,1750.0
Mahindra,0.23076923076923078,800000,136000,Diesel,Individual,0,First Owner,15.1,2179,140.0,7,330.0,1600.0
Mercedes-Benz,0.11538461538461539,2100000,48000,Diesel,Individual,1,Second Owner,17.9,2143,136.0,5,300.0,1600.0
Ford,0.38461538461538464,250000,110000,Diesel,Individual,0,Third Owner,17.8,1399,68.0,5,16.3,2.0
Renault,0.3076923076923077,550000,86000,Diesel,Individual,0,First Owner,19.01,1461,108.45,5,248.0,2250.0
Maruti,0.4230769230769231,125000,141000,Petrol,Individual,0,Second Owner,19.7,796,46.3,5,62.0,3000.0
Honda,0.34615384615384615,450000,80000,Petrol,Individual,0,Third Owner,17.0,1497,118.0,5,146.0,4800.0
Mahindra,0.19230769230769232,850000,140000,Diesel,Individual,0,First Owner,16.0,2179,140.0,7,330.0,1600.0
Maruti,0.23076923076923078,459999,65000,Diesel,Individual,0,Second Owner,23.4,1248,74.0,5,190.0,2000.0
Maruti,0.23076923076923078,434999,110000,Diesel,Individual,0,Second Owner,23.4,1248,74.0,5,190.0,2000.0
Tata,0.46153846153846156,120000,100000,Diesel,Individual,0,Second Owner,17.0,1405,70.0,5,13.5,2.0
Maruti,0.19230769230769232,600000,80000,Diesel,Individual,0,First Owner,25.2,1248,74.0,5,190.0,2000.0
Maruti,0.46153846153846156,135000,90000,Petrol,Individual,0,Second Owner,18.9,998,67.1,5,90.0,3500.0
Hyundai,0.15384615384615385,780000,35000,Diesel,Individual,0,First Owner,22.54,1396,88.73,5,219.7,1500.0
Maruti,0.46153846153846156,100000,195000,Petrol,Individual,0,Second Owner,19.7,796,46.3,5,62.0,3000.0
Hyundai,0.11538461538461539,650000,60000,Diesel,Individual,0,First Owner,22.54,1396,88.73,5,219.7,1500.0
Maruti,0.6153846153846154,50000,50000,Petrol,Individual,0,First Owner,16.1,796,37.0,4,59.0,2500.0
Hyundai,0.3076923076923077,425000,100000,Diesel,Individual,0,Second Owner,22.32,1582,126.32,5,259.8,1900.0
Fiat,0.19230769230769232,500000,70000,Diesel,Individual,0,First Owner,20.4,1248,91.7,5,209.0,2000.0
Maruti,0.11538461538461539,590000,30000,Diesel,Individual,0,First Owner,25.2,1248,74.0,5,190.0,2000.0
Maruti,0.15384615384615385,459999,27000,Petrol,Individual,0,First Owner,23.1,998,67.04,5,90.0,3500.0
Maruti,0.0,578000,5000,Petrol,Individual,0,First Owner,21.21,1197,81.8,5,113.0,4200.0
Maruti,0.3076923076923077,550000,110000,Diesel,Individual,0,Second Owner,20.77,1248,88.76,7,200.0,1750.0
Honda,0.2692307692307692,465000,80000,Petrol,Individual,0,Second Owner,16.8,1497,116.3,5,146.0,4800.0
Mahindra,0.07692307692307693,890000,80000,Diesel,Individual,0,First Owner,16.5,1493,70.0,7,195.0,1400.0
Mahindra,0.23076923076923078,250000,110000,Diesel,Individual,0,First Owner,20.8,1461,65.0,5,160.0,2000.0
Maruti,0.19230769230769232,615000,60000,Diesel,Individual,0,First Owner,26.59,1248,74.0,5,190.0,2000.0
Maruti,0.23076923076923078,684000,60000,Diesel,Individual,0,Second Owner,20.77,1248,88.8,7,200.0,1750.0
Maruti,0.23076923076923078,680000,64000,Diesel,Individual,0,Second Owner,20.77,1248,88.8,7,200.0,1750.0
Renault,0.23076923076923078,500000,120000,Diesel,Individual,0,First Owner,20.45,1461,83.8,5,200.0,1900.0
Renault,0.23076923076923078,520000,120000,Diesel,Individual,0,First Owner,20.45,1461,83.8,5,200.0,1900.0
Ford,0.07692307692307693,675000,60000,Diesel,Individual,0,First Owner,24.4,1498,98.63,5,215.0,1750.0
Mercedes-Benz,0.34615384615384615,1350000,81500,Diesel,Individual,1,Second Owner,14.84,2143,167.62,5,400.0,1400.0
Mercedes-Benz,0.34615384615384615,1350000,80000,Diesel,Individual,1,First Owner,15.8,2148,170.0,5,42.0,2.0
Mahindra,0.038461538461538464,1200000,15000,Diesel,Individual,0,First Owner,20.0,1497,115.0,5,300.0,1500.0
Maruti,0.34615384615384615,265000,60000,Diesel,Individual,0,First Owner,19.3,1248,73.9,5,190.0,2000.0
Volkswagen,0.15384615384615385,395000,40000,Petrol,Individual,0,Second Owner,16.2,1199,74.0,5,110.0,3000.0
Volkswagen,0.15384615384615385,385000,40000,Petrol,Individual,0,Second Owner,16.2,1199,74.0,5,110.0,3000.0
Maruti,0.4230769230769231,142000,70000,Petrol,Individual,0,Second Owner,18.9,1061,67.0,5,84.0,3500.0
Hyundai,0.4230769230769231,160000,35000,Petrol,Individual,0,First Owner,19.81,1086,68.05,5,99.04,4500.0
Tata,0.3076923076923077,180000,50000,Diesel,Individual,0,Third Owner,19.09,1396,69.0,5,135.0,2500.0
Ford,0.038461538461538464,700000,3177,Petrol,Dealer,0,First Owner,18.5,1194,94.93,5,119.0,4250.0
Hyundai,0.19230769230769232,400000,39414,Petrol,Dealer,0,First Owner,18.9,1197,81.86,5,113.75,4000.0
Tata,0.3076923076923077,200000,30078,Petrol,Dealer,0,First Owner,15.3,1396,70.0,5,12.4,2.0
Hyundai,0.3076923076923077,250000,44588,Petrol,Dealer,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Maruti,0.19230769230769232,400000,49907,Petrol,Dealer,0,First Owner,21.63,998,67.04,5,90.0,3500.0
Maruti,0.2692307692307692,371000,67082,Petrol,Dealer,0,Second Owner,21.21,1197,81.8,5,113.0,4200.0
Ford,0.15384615384615385,570000,112879,Diesel,Dealer,0,Second Owner,23.0,1498,98.96,5,205.0,1750.0
Honda,0.2692307692307692,300000,80000,Petrol,Individual,0,Second Owner,19.4,1198,86.8,5,109.0,4500.0
Hyundai,0.11538461538461539,620000,25000,Petrol,Individual,0,First Owner,18.6,1197,81.83,5,114.7,4000.0
Honda,0.07692307692307693,949000,10200,Petrol,Individual,0,First Owner,17.4,1497,117.6,5,145.0,4600.0
Mahindra,0.07692307692307693,750000,60000,Diesel,Individual,0,First Owner,16.5,1493,70.0,7,195.0,1400.0
Maruti,0.11538461538461539,350000,20000,Petrol,Individual,0,Second Owner,23.1,998,67.04,5,90.0,3500.0
Mahindra,0.11538461538461539,1250000,60000,Diesel,Individual,0,First Owner,16.0,2179,140.0,7,330.0,1600.0
Renault,0.15384615384615385,270000,30000,Petrol,Individual,0,Third Owner,23.01,999,67.0,5,91.0,4250.0
Hyundai,0.2692307692307692,235000,40000,Petrol,Individual,0,Second Owner,21.1,814,55.2,5,74.5,4000.0
Maruti,0.15384615384615385,500000,60000,Petrol,Individual,0,First Owner,20.4,1197,81.8,5,113.0,4200.0
Maruti,0.3076923076923077,220000,111000,Petrol,Individual,0,First Owner,19.7,796,46.3,5,62.0,3000.0
Maruti,0.23076923076923078,380000,70000,Diesel,Individual,0,Second Owner,23.4,1248,74.0,5,190.0,2000.0
Maruti,0.38461538461538464,160000,100000,Petrol,Individual,0,Third Owner,20.92,998,67.1,5,90.0,3500.0
Hyundai,0.11538461538461539,339000,25000,Petrol,Individual,0,First Owner,20.3,998,68.05,5,94.14,3500.0
Ford,0.34615384615384615,229999,100000,Petrol,Individual,0,First Owner,15.3,1596,99.6,5,146.0,3400.0
Mahindra,0.15384615384615385,400000,35000,Diesel,Individual,0,First Owner,25.32,1198,77.0,6,190.0,1750.0
Hyundai,0.07692307692307693,470000,25000,Diesel,Individual,0,First Owner,25.4,1186,73.97,5,190.24,1750.0
Maruti,0.6538461538461539,45000,58000,Petrol,Individual,0,First Owner,16.1,796,37.0,4,59.0,2500.0
Ford,0.038461538461538464,575000,20000,Petrol,Individual,0,First Owner,19.4,1194,94.93,5,120.0,4250.0
Datsun,0.038461538461538464,325000,1300,Petrol,Individual,0,First Owner,22.5,999,67.0,5,91.0,4250.0
Maruti,0.8846153846153846,50000,120000,Petrol,Individual,0,Second Owner,16.1,796,37.0,4,59.0,2500.0
Maruti,0.23076923076923078,350000,15000,Petrol,Individual,0,First Owner,20.51,998,67.04,5,90.0,3500.0
Renault,0.15384615384615385,300000,25000,Petrol,Individual,0,First Owner,25.17,799,53.3,5,72.0,4386.0
Nissan,0.23076923076923078,540000,150000,Diesel,Individual,0,First Owner,19.01,1461,108.5,5,248.0,2250.0
Maruti,0.07692307692307693,580000,10000,Petrol,Individual,0,First Owner,23.1,998,67.04,5,90.0,3500.0
Hyundai,0.19230769230769232,1000000,70000,Diesel,Individual,0,First Owner,19.67,1582,126.2,5,259.9,1900.0
Tata,0.11538461538461539,459999,80000,Diesel,Individual,0,First Owner,22.95,1248,74.0,5,190.0,1750.0
Maruti,0.19230769230769232,635000,50000,Diesel,Individual,0,First Owner,25.2,1248,74.0,5,190.0,2000.0
Hyundai,0.23076923076923078,650000,83000,Diesel,Individual,0,Third Owner,22.32,1582,126.32,5,259.8,1900.0
Maruti,0.2692307692307692,525000,116000,Diesel,Individual,0,Second Owner,23.4,1248,74.0,5,190.0,2000.0
Fiat,0.19230769230769232,350000,60000,Petrol,Individual,0,Third Owner,15.8,1172,67.1,5,96.0,2500.0
Maruti,0.46153846153846156,320000,175802,Diesel,Individual,0,Third Owner,19.3,1248,73.9,5,190.0,2000.0
Toyota,0.5384615384615384,450000,192000,Diesel,Individual,0,Fourth & Above Owner,12.8,2494,102.0,8,20.4,1400.0
Volkswagen,0.34615384615384615,227000,73840,Petrol,Individual,0,First Owner,15.04,1598,103.6,5,153.0,3800.0
Mahindra,0.34615384615384615,325000,162000,Diesel,Individual,0,Second Owner,13.6,2523,63.0,8,180.0,1440.0
Datsun,0.07692307692307693,275000,20000,Petrol,Individual,1,First Owner,23.0,999,67.0,5,91.0,4250.0
Hyundai,0.2692307692307692,300000,75000,Petrol,Individual,0,Third Owner,18.9,1197,82.0,5,114.0,4000.0
Mahindra,0.34615384615384615,400000,320000,Diesel,Individual,0,Third Owner,12.05,2179,120.0,8,290.0,1800.0
Volkswagen,0.19230769230769232,550000,120000,Diesel,Individual,0,Second Owner,20.34,1498,103.2,5,250.0,1500.0
Skoda,0.11538461538461539,900000,40000,Diesel,Individual,1,First Owner,21.66,1498,108.6,5,250.0,1500.0
Maruti,0.38461538461538464,165000,20000,Petrol,Individual,0,First Owner,19.7,796,46.3,5,62.0,3000.0
Hyundai,0.23076923076923078,210000,70000,Petrol,Individual,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Renault,0.15384615384615385,650000,30000,Diesel,Individual,0,First Owner,19.64,1461,108.45,5,245.0,1750.0
Mahindra,0.23076923076923078,680000,120000,Diesel,Individual,0,First Owner,15.1,2179,140.0,7,330.0,1600.0
Renault,0.038461538461538464,390000,25000,Petrol,Individual,0,First Owner,23.01,999,67.0,5,91.0,4250.0
Renault,0.15384615384615385,260000,80000,Petrol,Individual,0,First Owner,25.17,799,53.3,5,72.0,4386.0
Maruti,0.2692307692307692,450000,67000,Petrol,Individual,0,First Owner,19.1,1197,85.8,5,114.0,4000.0
Hyundai,0.46153846153846156,130000,120000,Petrol,Individual,0,Second Owner,19.81,1086,68.05,5,99.04,4500.0
Maruti,0.038461538461538464,890000,9000,Diesel,Individual,0,First Owner,24.3,1248,88.5,5,200.0,1750.0
Toyota,0.23076923076923078,3500000,60000,Diesel,Individual,1,First Owner,11.0,2982,170.3,7,410.0,1600.0
Honda,0.23076923076923078,750000,80000,Diesel,Individual,0,Second Owner,25.1,1498,98.6,5,200.0,1750.0
Chevrolet,0.34615384615384615,350000,120000,Diesel,Individual,0,Second Owner,12.2,2499,80.0,10,19.0,1.0
Honda,0.038461538461538464,2000000,24857,Petrol,Dealer,1,Test Drive Car,16.5,1799,139.46,5,174.0,4300.0
Hyundai,0.11538461538461539,270000,26442,Petrol,Individual,0,First Owner,20.3,998,68.05,5,94.14,3500.0
Maruti,0.11538461538461539,700000,35000,Petrol,Individual,0,First Owner,17.5,1373,91.1,7,130.0,4000.0
Maruti,0.38461538461538464,130000,28000,Petrol,Individual,0,Second Owner,19.7,796,46.3,5,62.0,3000.0
Maruti,0.19230769230769232,650000,80000,Diesel,Individual,0,First Owner,20.77,1248,88.8,7,200.0,1750.0
Maruti,0.5769230769230769,55000,39000,Petrol,Individual,0,First Owner,19.7,796,46.3,5,62.0,3000.0
Maruti,0.11538461538461539,475000,20000,Petrol,Individual,1,First Owner,20.51,998,67.0,5,90.0,3500.0
Nissan,0.2692307692307692,325000,50000,Diesel,Individual,0,First Owner,21.64,1461,84.8,5,200.0,2000.0
Honda,0.11538461538461539,615000,40000,Petrol,Individual,1,First Owner,19.0,1199,88.7,5,110.0,4800.0
Hyundai,0.19230769230769232,390000,15000,Petrol,Individual,0,First Owner,18.9,1197,82.0,5,114.0,4000.0
Maruti,0.038461538461538464,650000,15000,Petrol,Individual,1,First Owner,22.0,1197,81.8,5,113.0,4200.0
Maruti,0.19230769230769232,440000,30000,Petrol,Individual,0,First Owner,20.4,1197,81.8,5,113.0,4200.0
Honda,0.23076923076923078,600000,70000,Diesel,Individual,0,First Owner,26.0,1498,98.6,5,200.0,1750.0
Chevrolet,0.3076923076923077,170000,80000,Petrol,Individual,0,First Owner,16.2,995,62.1,5,90.3,4200.0
Mahindra,0.2692307692307692,499000,80000,Diesel,Individual,0,First Owner,15.96,2523,63.0,9,180.0,1440.0
Toyota,0.19230769230769232,1300000,120000,Diesel,Individual,0,First Owner,12.99,2494,100.6,7,200.0,1400.0
Hyundai,0.15384615384615385,800000,80000,Diesel,Individual,0,First Owner,23.9,1582,126.2,5,259.9,1900.0
Maruti,0.0,600000,5000,Petrol,Individual,0,First Owner,21.21,1197,81.8,5,113.0,4200.0
Honda,0.11538461538461539,400000,50000,Petrol,Individual,0,First Owner,18.5,1198,86.8,5,109.0,4500.0
